,location,total_sqft,bath,price,bhk
577,Balagere,1012.0,2,70.0,2
578,Balagere,1007.0,2,68.0,2
579,Balagere,1205.0,2,79.0,2
580,Balagere,1012.0,2,68.0,2
581,Banashankari,1077.0,2,37.64,2
582,Banashankari,1470.0,2,88.64,3
583,Banashankari,1300.0,2,75.0,3
584,Banashankari,1800.0,3,115.0,3
585,Banashankari,1125.0,2,63.0,2
586,Banashankari,1310.0,2,80.0,2
587,Banashankari,2600.0,4,135.0,3
588,Banashankari,1900.0,2,170.0,3
589,Banashankari,1260.0,2,75.0,2
590,Banashankari,1170.0,2,46.79,2
591,Banashankari,1350.0,2,83.0,3
592,Banashankari,1330.0,2,78.0,2
593,Banashankari,1400.0,2,78.0,3
594,Banashankari,1700.0,3,125.0,3
595,Banashankari,1020.0,2,40.79,2
596,Banashankari,1600.0,2,63.98,2
597,Banashankari,1041.0,2,36.44,2
598,Banashankari,2400.0,1,200.0,1
599,Banashankari,1390.0,2,86.0,2
600,Banashankari,1460.0,2,70.0,2
601,Banashankari,1200.0,2,60.0,2
602,Banashankari,1290.0,2,80.0,2
603,Banashankari,2582.0,5,250.0,3
604,Banashankari,1186.0,2,65.0,2
605,Banashankari,1650.0,3,101.0,3
606,Banashankari,1181.0,2,75.0,2
607,Banashankari,1105.0,2,90.0,2
608,Banashankari,720.0,1,60.0,1
609,Banashankari,1040.0,2,45.0,2
610,Banashankari,1330.0,2,77.0,2
611,Banashankari,1200.0,2,49.0,2
612,Banashankari,1185.0,2,67.0,2
613,Banashankari,1000.0,2,50.0,2
614,Banashankari,1650.0,3,90.75,3
615,Banashankari,1650.0,3,101.0,3
616,Banashankari,1310.0,2,80.43,2
617,Banashankari,600.0,1,27.0,2
618,Banashankari,1430.0,2,87.8,2
619,Banashankari,1020.0,2,42.83,2
620,Banashankari,1540.0,3,80.0,3
621,Banashankari,1195.0,2,35.84,2
622,Banashankari,1683.0,3,115.0,3
623,Banashankari,1800.0,3,125.0,3
624,Banashankari,1175.0,2,41.13,2
625,Banashankari,1750.0,2,89.0,3
626,Banashankari,1800.0,3,175.0,3
627,Banashankari,1450.0,2,50.75,2
628,Banashankari,1770.0,3,108.0,3
629,Banashankari,1800.0,3,125.0,3
630,Banashankari,1200.0,3,74.52,3
631,Banashankari,1100.0,2,63.0,2
632,Banashankari,1020.0,2,40.79,2
633,Banashankari,1260.0,2,75.0,2
634,Banashankari,1426.0,3,85.0,3
635,Banashankari Stage II,1700.0,2,150.0,2
636,Banashankari Stage II,1200.0,2,150.0,4
637,Banashankari Stage II,1500.0,2,120.0,3
638,Banashankari Stage II,2400.0,3,510.0,5
639,Banashankari Stage II,1240.0,2,59.52,3
640,Banashankari Stage II,1250.0,2,110.0,2
641,Banashankari Stage II,1260.0,2,95.0,3
642,Banashankari Stage II,2400.0,2,300.0,3
643,Banashankari Stage II,1400.0,2,100.0,2
644,Banashankari Stage II,2800.0,3,425.0,5
645,Banashankari Stage II,3000.0,3,450.0,3
646,Banashankari Stage II,1200.0,2,198.0,3
647,Banashankari Stage II,1245.0,2,125.0,2
648,Banashankari Stage III,1305.0,2,58.7,3
649,Banashankari Stage III,1145.0,2,58.4,2
650,Banashankari Stage III,1650.0,3,118.0,3
651,Banashankari Stage III,2400.0,4,240.0,4
652,Banashankari Stage III,1350.0,2,68.0,3
653,Banashankari Stage III,1305.0,2,59.0,3
654,Banashankari Stage III,1305.0,2,60.0,3
655,Banashankari Stage III,1200.0,2,42.0,2
656,Banashankari Stage III,1305.0,2,59.0,3
657,Banashankari Stage III,1480.0,3,75.48,3
658,Banashankari Stage III,1305.0,2,59.0,3
659,Banashankari Stage III,1304.0,2,111.0,2
660,Banashankari Stage III,3000.0,6,150.0,6
661,Banashankari Stage III,1085.0,2,50.0,2
662,Banashankari Stage III,1500.0,2,100.0,3
663,Banashankari Stage III,2100.0,3,147.0,4
664,Banashankari Stage III,1420.0,2,95.0,3
665,Banashankari Stage V,1300.0,2,58.5,3
666,Banashankari Stage V,1305.0,2,49.0,3
667,Banashankari Stage V,1035.0,2,35.77,2
668,Banashankari Stage V,1355.0,2,61.0,3
669,Banashankari Stage V,1510.0,3,47.57,3
670,Banashankari Stage V,1650.0,3,51.98,3
671,Banashankari Stage V,1630.0,3,51.35,3
672,Banashankari Stage V,1510.0,3,47.57,3
673,Banashankari Stage V,1315.0,2,49.0,3
674,Banashankari Stage V,1540.0,3,48.51,3
675,Banashankari Stage V,920.0,2,41.5,2
676,Banashankari Stage VI,4800.0,4,190.0,4
677,Banashankari Stage VI,2800.0,4,89.0,4
678,Banashankari Stage VI,2200.0,4,195.0,4
679,Banashankari Stage VI,1160.0,2,59.0,2
680,Banashankari Stage VI,1180.0,2,59.47,2
681,Banashankari Stage VI,1423.0,2,71.73,3
682,Banashankari Stage VI,1392.0,3,69.46,3
683,Banashankari Stage VI,4800.0,3,200.0,4
684,Banaswadi,1184.0,2,53.0,2
685,Banaswadi,1145.0,2,55.0,2
686,Banaswadi,1250.0,2,60.0,2
687,Banaswadi,1365.0,2,73.0,2
688,Banaswadi,1903.0,6,140.0,5
689,Banaswadi,1222.0,2,80.0,2
690,Banaswadi,870.0,2,38.0,2
691,Banaswadi,1200.0,2,60.0,2
692,Banaswadi,527.0,1,35.0,1
693,Banaswadi,1340.0,2,73.0,2
694,Banaswadi,1008.0,2,52.0,2
695,Banaswadi,1105.0,2,57.0,2
696,Banjara Layout,1200.0,2,70.0,2
697,Banjara Layout,1050.0,2,64.8,2
698,Banjara Layout,753.0,3,59.5,2
699,Banjara Layout,2500.0,4,140.0,3
700,Bannerghatta,3012.0,6,250.0,4
701,Bannerghatta,1665.0,3,110.0,3
702,Bannerghatta,2370.0,4,195.0,3
703,Bannerghatta,1100.0,2,66.0,2
704,Bannerghatta,1113.0,2,70.0,2
705,Bannerghatta,1200.0,2,73.2,2
706,Bannerghatta,1070.0,2,87.0,2
707,Bannerghatta,1776.0,3,124.0,3
708,Bannerghatta,1776.0,3,150.0,3
709,Bannerghatta Road,500.0,1,18.5,1
710,Bannerghatta Road,1050.0,2,65.0,2
711,Bannerghatta Road,1200.0,2,125.0,4
712,Bannerghatta Road,1170.0,2,66.0,3
713,Bannerghatta Road,595.0,1,33.32,1
714,Bannerghatta Road,1445.0,3,95.0,3
715,Bannerghatta Road,1640.0,2,120.0,3
716,Bannerghatta Road,1460.0,2,90.0,3
717,Bannerghatta Road,1179.0,2,66.02,2
718,Bannerghatta Road,793.0,2,45.0,2
719,Bannerghatta Road,1400.0,2,78.0,2
720,Bannerghatta Road,1215.0,2,50.0,2
721,Bannerghatta Road,1654.0,3,100.0,3
722,Bannerghatta Road,1181.0,2,55.0,2
723,Bannerghatta Road,1200.0,2,75.0,2
724,Bannerghatta Road,595.0,1,31.83,1
725,Bannerghatta Road,1105.0,2,51.0,2
726,Bannerghatta Road,1255.0,2,65.26,2
727,Bannerghatta Road,1550.0,3,82.0,3
728,Bannerghatta Road,1650.0,3,122.0,3
729,Bannerghatta Road,912.0,2,55.0,2
730,Bannerghatta Road,1218.0,2,73.0,2
731,Bannerghatta Road,1115.0,2,65.12,2
732,Bannerghatta Road,1893.0,3,100.0,3
733,Bannerghatta Road,1600.0,3,95.0,3
734,Bannerghatta Road,1275.0,2,65.0,2
735,Bannerghatta Road,892.0,2,39.0,2
736,Bannerghatta Road,1260.0,2,70.0,2
737,Bannerghatta Road,1157.0,2,40.0,2
738,Bannerghatta Road,1150.0,2,65.0,2
739,Bannerghatta Road,1100.0,2,39.0,2
740,Bannerghatta Road,1725.0,3,110.0,3
741,Bannerghatta Road,1850.0,6,150.0,6
742,Bannerghatta Road,950.0,2,38.0,2
743,Bannerghatta Road,1220.0,2,80.0,2
744,Bannerghatta Road,1130.0,2,78.0,2
745,Bannerghatta Road,1486.0,3,83.22,3
746,Bannerghatta Road,1015.0,2,48.0,2
747,Bannerghatta Road,1115.0,2,61.0,2
748,Bannerghatta Road,1136.0,2,48.0,2
749,Bannerghatta Road,2700.0,4,260.0,4
750,Bannerghatta Road,1200.0,2,69.0,3
751,Bannerghatta Road,1465.0,2,76.0,3
752,Bannerghatta Road,1200.0,2,65.0,2
753,Bannerghatta Road,1240.0,2,65.0,2
754,Bannerghatta Road,1476.0,3,125.0,3
755,Bannerghatta Road,1268.0,2,69.0,2
756,Bannerghatta Road,1450.0,2,87.0,3
757,Bannerghatta Road,2932.0,5,195.0,4
758,Bannerghatta Road,960.0,2,58.0,2
759,Bannerghatta Road,1750.0,3,130.0,3
760,Bannerghatta Road,1275.0,2,73.0,2
761,Bannerghatta Road,1240.0,2,71.0,2
762,Bannerghatta Road,1215.0,2,68.0,2
763,Bannerghatta Road,1215.0,2,68.0,2
764,Bannerghatta Road,1894.0,3,115.0,3
765,Bannerghatta Road,1693.0,3,89.0,3
766,Bannerghatta Road,1280.0,2,60.16,2
767,Bannerghatta Road,630.0,1,35.0,1
768,Bannerghatta Road,1215.0,2,68.0,2
769,Bannerghatta Road,1365.0,3,76.18,3
770,Bannerghatta Road,1115.0,2,78.0,2
771,Bannerghatta Road,1655.0,3,90.0,3
772,Bannerghatta Road,1247.0,2,47.39,2
773,Bannerghatta Road,1650.0,3,94.0,3
774,Bannerghatta Road,905.0,2,65.0,2
775,Bannerghatta Road,1000.0,2,50.0,2
776,Bannerghatta Road,2185.0,3,120.0,4
777,Bannerghatta Road,1012.0,2,45.0,2
778,Bannerghatta Road,1460.0,2,80.0,3
779,Bannerghatta Road,1340.0,2,85.0,2
780,Bannerghatta Road,1711.0,3,125.0,3
781,Bannerghatta Road,1520.0,2,81.0,3
782,Bannerghatta Road,2826.0,3,148.0,3
783,Bannerghatta Road,1115.0,2,61.0,2
784,Bannerghatta Road,1154.0,2,47.0,2
785,Bannerghatta Road,1000.0,2,44.5,2
786,Bannerghatta Road,1250.0,2,48.0,2
787,Bannerghatta Road,1640.0,3,105.0,3
788,Bannerghatta Road,1012.0,2,44.0,2
789,Bannerghatta Road,1527.0,3,115.0,3
790,Bannerghatta Road,1550.0,3,96.0,3
791,Bannerghatta Road,1200.0,2,78.0,2
792,Bannerghatta Road,1885.0,3,125.0,3
793,Bannerghatta Road,1450.0,2,78.0,3
794,Bannerghatta Road,700.0,1,31.2,1
795,Bannerghatta Road,905.0,2,58.0,2
796,Bannerghatta Road,1920.0,3,122.0,3
797,Bannerghatta Road,2400.0,4,180.0,4
798,Bannerghatta Road,1270.0,2,45.0,2
799,Bannerghatta Road,1520.0,2,80.0,3
800,Bannerghatta Road,1270.0,2,73.0,3
801,Bannerghatta Road,1846.0,3,120.0,3
802,Bannerghatta Road,1655.0,3,95.0,3
803,Bannerghatta Road,1206.0,2,53.0,2
804,Bannerghatta Road,1150.0,2,55.0,2
805,Bannerghatta Road,1215.0,2,65.0,2
806,Bannerghatta Road,1510.0,2,110.0,3
807,Bannerghatta Road,1022.0,2,35.0,2
808,Bannerghatta Road,1246.0,2,47.35,2
809,Bannerghatta Road,1470.0,2,85.0,3
810,Bannerghatta Road,1160.0,2,45.0,2
811,Bannerghatta Road,970.0,2,57.0,2
812,Bannerghatta Road,1527.0,3,142.0,3
813,Basavangudi,1036.0,2,105.0,2
814,Basavangudi,2600.0,4,260.0,4
815,Basavangudi,1600.0,2,160.0,3
816,Basavangudi,1560.0,2,145.0,2
817,Basavangudi,1800.0,3,195.0,3
818,Basavangudi,1100.0,2,93.0,2
819,Basavangudi,1050.0,2,103.0,2
820,Basavangudi,1180.0,2,124.0,2
821,Basavangudi,1200.0,2,120.0,2
822,Basavangudi,2453.0,3,250.0,4
823,Basaveshwara Nagar,4500.0,5,415.0,5
824,Basaveshwara Nagar,1865.0,3,145.0,3
825,Basaveshwara Nagar,1200.0,2,90.0,2
826,Basaveshwara Nagar,2400.0,4,310.0,5
827,Basaveshwara Nagar,1200.0,2,80.0,2
828,Basaveshwara Nagar,900.0,2,60.0,2
829,Basaveshwara Nagar,1900.0,3,150.0,3
830,Basaveshwara Nagar,1200.0,2,85.0,2
831,Basaveshwara Nagar,1200.0,2,70.0,2
832,Battarahalli,1200.0,2,65.0,2
833,Battarahalli,1779.0,3,89.61,3
834,Battarahalli,1300.0,2,50.0,2
835,Battarahalli,1945.0,3,97.42,3
836,Battarahalli,1777.0,3,100.0,3
837,Battarahalli,1135.0,2,43.0,2
838,Battarahalli,1276.0,2,45.0,2
839,Battarahalli,1880.0,3,94.36,3
840,Battarahalli,1071.0,2,62.0,2
841,Battarahalli,1165.0,2,43.0,2
842,Battarahalli,1636.0,2,82.89,2
843,Battarahalli,1779.0,3,90.0,3
844,Battarahalli,1090.0,2,38.37,2
845,Battarahalli,2082.0,3,104.0,3
846,Battarahalli,2024.0,3,103.0,3
847,Battarahalli,1097.0,2,49.0,2
848,Begur,1419.0,2,59.0,3
849,Begur,1580.0,3,75.0,3
850,Begur,1559.0,3,63.0,3
851,Begur,1445.0,2,47.1,3
852,Begur,1475.0,2,74.0,3
853,Begur,3500.0,4,185.0,3
854,Begur,1100.0,2,55.0,2
855,Begur,1306.0,2,65.0,2
856,Begur,1304.0,3,65.0,3
857,Begur,1411.0,2,60.0,3
858,Begur,815.0,2,40.0,2
859,Begur,1443.0,2,70.0,3
860,Begur Road,1200.0,2,44.0,2
861,Begur Road,1200.0,2,46.8,2
862,Begur Road,1160.0,2,44.0,2
863,Begur Road,1584.0,3,65.0,3
864,Begur Road,1615.0,3,59.76,3
865,Begur Road,1200.0,2,43.2,2
866,Begur Road,1160.0,2,44.08,2
867,Begur Road,1200.0,2,45.0,2
868,Begur Road,1615.0,3,60.0,3
869,Begur Road,1410.0,2,53.0,3
870,Begur Road,1200.0,2,37.8,2
871,Begur Road,1160.0,2,40.59,2
872,Begur Road,1260.0,2,46.62,2
873,Begur Road,1600.0,3,58.14,3
874,Begur Road,1160.0,2,36.0,2
875,Begur Road,1500.0,2,70.0,3
876,Begur Road,1160.0,2,42.0,2
877,Begur Road,1240.0,2,39.06,2
878,Begur Road,1200.0,2,45.0,2
879,Begur Road,1500.0,2,55.0,3
880,Begur Road,1410.0,2,52.17,3
881,Begur Road,1583.0,3,74.4,3
882,Begur Road,1170.0,2,46.0,2
883,Begur Road,1160.0,2,42.92,2
884,Begur Road,1410.0,2,52.17,3
885,Begur Road,1565.0,2,59.76,3
886,Begur Road,1160.0,2,42.0,2
887,Begur Road,1410.0,2,53.58,3
888,Begur Road,1200.0,2,45.0,2
889,Begur Road,1200.0,2,42.6,2
890,Begur Road,1160.0,2,42.0,2
891,Begur Road,1334.0,2,42.69,2
892,Begur Road,1565.0,2,57.91,3
893,Begur Road,1200.0,2,45.6,2
894,Begur Road,1215.0,2,43.13,2
895,Begur Road,1160.0,2,36.54,2
896,Begur Road,1200.0,2,44.4,2
897,Begur Road,1260.0,2,39.69,2
898,Begur Road,1160.0,2,44.0,2
899,Begur Road,952.0,2,42.0,2
900,Begur Road,1200.0,2,42.0,2
901,Begur Road,1240.0,2,45.88,2
902,Begur Road,1200.0,3,50.0,3
903,Begur Road,1200.0,2,44.0,2
904,Begur Road,1100.0,2,42.6,2
905,Begur Road,1565.0,2,57.91,3
906,Begur Road,1200.0,2,44.4,2
907,Begur Road,1160.0,2,36.54,2
908,Begur Road,1215.0,2,43.75,2
909,Begur Road,1200.0,2,44.73,2
910,Begur Road,1160.0,2,42.0,2
911,Begur Road,1410.0,2,54.99,3
912,Bellandur,1767.0,3,103.0,3
913,Bellandur,1205.0,2,66.0,2
914,Bellandur,1250.0,2,76.0,2
915,Bellandur,1000.0,2,50.0,2
916,Bellandur,1281.0,2,74.0,2
917,Bellandur,921.0,2,40.0,2
918,Bellandur,1490.0,2,98.0,3
919,Bellandur,2039.0,3,168.0,3
920,Bellandur,1605.0,3,85.0,3
921,Bellandur,1692.0,3,88.0,3
922,Bellandur,1220.0,2,60.0,2
923,Bellandur,1299.0,2,82.0,2
924,Bellandur,900.0,2,56.0,2
925,Bellandur,1350.0,2,79.0,2
926,Bellandur,1286.0,2,57.0,2
927,Bellandur,3016.0,4,230.0,4
928,Bellandur,1457.0,2,85.0,2
929,Bellandur,1195.0,2,51.0,2
930,Bellandur,1050.0,2,72.0,2
931,Bellandur,3600.0,4,260.0,4
932,Bellandur,1310.0,2,72.0,2
933,Bellandur,924.0,2,35.11,2
934,Bellandur,1785.0,3,118.0,3
935,Bellandur,1051.0,2,60.0,2
936,Bellandur,1060.0,2,65.0,2
937,Bellandur,1100.0,2,62.0,2
938,Bellandur,1550.0,2,59.0,2
939,Bellandur,924.0,2,35.11,2
940,Bellandur,1685.0,3,100.0,3
941,Bellandur,982.0,2,55.0,2
942,Bellandur,981.0,2,37.28,2
943,Bellandur,1205.0,2,59.0,2
944,Bellandur,1063.0,2,58.0,2
945,Bellandur,1201.0,2,59.99,2
946,Bellandur,1325.0,2,65.0,2
947,Bellandur,1281.0,2,87.0,2
948,Bellandur,1200.0,2,52.0,2
949,Bellandur,1785.0,3,120.0,3
950,Bellandur,1088.0,2,48.0,2
951,Bellandur,1310.0,2,85.0,2
952,Bellandur,982.0,2,37.28,2
953,Bellandur,1465.0,3,90.0,2
954,Bellandur,1767.0,3,109.0,3
955,Bellandur,924.0,2,35.11,2
956,Bellandur,3600.0,4,245.0,4
957,Bellandur,1170.0,2,46.79,2
958,Bellandur,1150.0,2,69.44,2
959,Bellandur,1200.0,2,45.0,2
960,Bellandur,1410.0,3,92.0,2
961,Bellandur,950.0,2,35.0,2
962,Bellandur,1015.0,2,60.0,2
963,Bellandur,1685.0,3,101.0,3
964,Bellandur,1735.0,3,105.0,3
965,Bellandur,1685.0,3,115.0,3
966,Bellandur,1846.0,3,135.0,3
967,Bellandur,1049.0,2,51.0,2
968,Bellandur,1211.0,2,63.0,2
969,Bellandur,1717.0,3,110.0,3
970,Bellandur,1185.0,2,47.39,2
971,Bellandur,1200.0,2,62.0,2
972,Bellandur,1251.0,2,47.0,2
973,Bellandur,960.0,2,48.0,2
974,Bellandur,1690.0,2,116.0,3
975,Bellandur,950.0,1,40.0,1
976,Bellandur,850.0,2,45.0,2
977,Bellandur,1454.0,2,90.0,2
978,Bellandur,1195.0,2,52.0,2
979,Bellandur,1435.0,2,115.0,3
980,Bellandur,1260.0,2,83.5,2
981,Bellandur,1535.0,3,90.0,3
982,Bellandur,1047.0,2,75.0,2
983,Bellandur,1096.0,2,40.0,2
984,Bellandur,1262.0,2,47.0,2
985,Benson Town,3200.0,4,350.0,3
986,Benson Town,4460.0,5,650.0,4
987,Benson Town,2850.0,4,470.0,3
988,Benson Town,1300.0,2,120.0,2
989,Benson Town,1567.0,3,140.0,2
990,Benson Town,3633.0,6,550.0,4
991,Benson Town,1688.12,2,270.0,2
992,Benson Town,1805.0,3,280.0,3
993,Benson Town,1688.0,2,280.0,2
994,Bharathi Nagar,1322.0,2,68.0,2
995,Bharathi Nagar,1351.0,2,70.0,2
996,Bharathi Nagar,1384.0,2,59.0,2
997,Bharathi Nagar,1351.0,2,74.0,2
998,Bharathi Nagar,1432.0,2,68.0,2
999,Bharathi Nagar,1349.0,2,56.7,2
1000,Bharathi Nagar,1328.0,2,69.0,2
1001,Bharathi Nagar,1300.0,2,55.86,2
1002,Bhoganhalli,1670.0,3,99.0,3
1003,Bhoganhalli,1444.0,2,75.97,2
1004,Bhoganhalli,1447.0,2,75.97,2
1005,Bhoganhalli,1700.0,3,126.0,3
1006,Bhoganhalli,1447.0,2,75.97,2
1007,Bhoganhalli,1760.0,3,127.0,3
1008,Bhoganhalli,1447.0,2,75.97,2
1009,Bhoganhalli,1949.0,3,129.0,3
1010,Bhoganhalli,1760.0,3,128.0,3
1011,Bhoganhalli,1447.0,2,75.97,2
1012,Bhoganhalli,2439.0,4,185.0,4
1013,Bhoganhalli,1444.0,2,75.97,2
1014,Bhoganhalli,1205.0,2,64.47,2
1015,Bhoganhalli,1447.0,2,75.97,2
1016,Bhoganhalli,2439.0,5,170.0,4
1017,Bhoganhalli,1205.0,2,68.32,2
1018,Bhoganhalli,1260.0,2,69.9,2
1019,Bhoganhalli,2439.0,4,170.0,4
1020,Bhoganhalli,1707.0,3,115.0,3
1021,Bhoganhalli,970.0,2,52.5,2
1022,Bhoganhalli,1277.0,2,79.89,2
1023,Bhoganhalli,1703.0,3,120.0,3
1024,Billekahalli,1125.0,2,62.0,2
1025,Billekahalli,1090.0,2,52.0,2
1026,Billekahalli,1112.0,2,62.0,2
1027,Billekahalli,2400.0,3,150.0,3
1028,Billekahalli,2968.0,3,225.0,3
1029,Billekahalli,950.0,2,58.11,2
1030,Billekahalli,1360.0,2,110.0,2
1031,Billekahalli,1125.0,2,65.0,2
1032,Billekahalli,950.0,2,56.0,2
1033,Billekahalli,1805.0,3,134.0,3
1034,Binny Pete,1755.0,3,122.0,3
1035,Binny Pete,665.0,1,50.75,1
1036,Binny Pete,2465.0,5,234.0,3
1037,Binny Pete,660.0,1,54.0,1
1038,Binny Pete,660.0,1,62.0,1
1039,Binny Pete,1365.0,2,122.0,2
1040,Binny Pete,2940.0,6,280.0,4
1041,Binny Pete,1795.0,3,139.0,3
1042,Binny Pete,1740.0,3,150.0,3
1043,Binny Pete,1970.0,3,164.0,3
1044,Binny Pete,1516.0,3,147.0,3
1045,Bisuvanahalli,1180.0,3,48.0,3
1046,Bisuvanahalli,1075.0,2,46.0,3
1047,Bisuvanahalli,1075.0,2,45.0,3
1048,Bisuvanahalli,845.0,2,33.0,2
1049,Bisuvanahalli,1075.0,2,45.0,3
1050,Bisuvanahalli,845.0,2,37.0,2
1051,Bisuvanahalli,845.0,2,29.0,2
1052,Bisuvanahalli,1075.0,2,47.0,3
1053,Bisuvanahalli,850.0,1,32.0,2
1054,Bisuvanahalli,1075.0,2,50.0,3
1055,Bisuvanahalli,1075.0,2,52.0,3
1056,Bisuvanahalli,1180.0,2,46.0,3
1057,Bisuvanahalli,1075.0,2,42.0,3
1058,Bisuvanahalli,845.0,2,37.0,2
1059,Bisuvanahalli,1075.0,2,43.0,3
1060,Bisuvanahalli,700.0,1,32.0,2
1061,Bisuvanahalli,1075.0,2,52.0,3
1062,Bisuvanahalli,1075.0,2,50.0,3
1063,Bisuvanahalli,845.0,2,33.0,2
1064,Bisuvanahalli,945.0,2,33.0,2
1065,Bisuvanahalli,845.0,2,30.0,2
1066,Bisuvanahalli,1075.0,2,43.0,3
1067,Bisuvanahalli,1080.0,2,45.0,3
1068,Bisuvanahalli,1180.0,2,55.5,3
1069,Bisuvanahalli,1075.0,2,47.0,3
1070,Bisuvanahalli,1075.0,2,48.0,3
1071,Bisuvanahalli,1075.0,2,45.0,3
1072,Bisuvanahalli,1075.0,2,44.0,3
1073,Bisuvanahalli,850.0,2,27.0,2
1074,Bisuvanahalli,1075.0,2,42.0,3
1075,Bisuvanahalli,845.0,2,32.0,2
1076,Bisuvanahalli,845.0,2,34.0,2
1077,Bommanahalli,3000.0,8,140.0,8
1078,Bommanahalli,520.0,1,19.5,1
1079,Bommanahalli,515.0,1,25.0,1
1080,Bommanahalli,1090.0,3,44.0,2
1081,Bommanahalli,1850.0,3,90.0,3
1082,Bommanahalli,910.0,2,45.0,2
1083,Bommanahalli,1050.0,2,46.0,2
1084,Bommanahalli,1100.0,1,55.0,2
1085,Bommanahalli,2100.0,4,85.0,4
1086,Bommanahalli,1307.0,2,50.0,2
1087,Bommanahalli,1091.0,2,40.0,2
1088,Bommanahalli,1160.0,2,53.0,2
1089,Bommanahalli,1050.0,2,54.0,2
1090,Bommasandra,1260.0,3,49.36,3
1091,Bommasandra,1200.0,3,46.0,3
1092,Bommasandra,1035.0,2,41.0,2
1093,Bommasandra,1035.0,2,41.73,2
1094,Bommasandra,1034.0,2,40.0,2
1095,Bommasandra,877.0,2,30.0,2
1096,Bommasandra,920.0,2,37.46,2
1097,Bommasandra,1035.0,2,41.43,2
1098,Bommasandra,1295.0,2,50.28,3
1099,Bommasandra,1015.0,2,40.0,2
1100,Bommasandra,1000.0,2,35.0,2
1101,Bommasandra,955.0,2,35.28,2
1102,Bommasandra,1005.0,2,39.77,2
1103,Bommasandra,1014.0,2,35.0,2
1104,Bommasandra,1020.0,2,40.89,2
1105,Bommasandra,920.0,2,37.2,2
1106,Bommasandra,800.0,1,32.0,2
1107,Bommasandra,1280.0,3,50.0,3
1108,Bommasandra,1942.0,3,90.0,3
1109,Bommasandra,1127.0,2,45.0,2
1110,Bommasandra,877.0,2,29.0,2
1111,Bommasandra,1365.0,3,52.81,3
1112,Bommasandra,842.0,2,30.0,2
1113,Bommasandra,1260.0,3,49.36,3
1114,Bommasandra,1365.0,3,52.82,3
1115,Bommasandra,955.0,2,37.97,2
1116,Bommasandra,1089.0,2,40.0,2
1117,Bommasandra,1365.0,3,53.96,3
1118,Bommasandra Industrial Area,1090.0,2,31.48,2
1119,Bommasandra Industrial Area,1400.0,2,40.44,3
1120,Bommasandra Industrial Area,1320.0,2,38.13,3
1121,Bommasandra Industrial Area,1020.0,2,29.45,2
1122,Bommasandra Industrial Area,1165.0,2,33.64,2
1123,Bommasandra Industrial Area,1090.0,2,31.48,2
1124,Bommasandra Industrial Area,1000.0,2,28.88,2
1125,Bommasandra Industrial Area,1020.0,2,29.45,2
1126,Bommasandra Industrial Area,1160.0,2,33.51,2
1127,Bommasandra Industrial Area,1125.0,2,32.49,2
1128,Bommasandra Industrial Area,1125.0,2,32.49,2
1129,Bommasandra Industrial Area,1130.0,2,32.64,2
1130,Bommasandra Industrial Area,1065.0,2,30.75,2
1131,Bommenahalli,1200.0,3,125.0,3
1132,Bommenahalli,1632.0,3,145.0,4
1133,Bommenahalli,1670.0,3,135.0,4
1134,Bommenahalli,1680.0,3,135.0,4
1135,Bommenahalli,1632.0,3,128.0,4
1136,Bommenahalli,3339.0,3,250.0,3
1137,Bommenahalli,1355.0,3,135.0,4
1138,Bommenahalli,1232.0,3,96.0,3
1139,Bommenahalli,1632.0,3,140.0,4
1140,Brookefield,1150.0,2,69.0,2
1141,Brookefield,1142.0,2,70.0,2
1142,Brookefield,2800.0,4,240.0,4
1143,Brookefield,1476.0,3,105.0,3
1144,Brookefield,1700.0,4,152.0,4
1145,Brookefield,1262.0,2,75.0,2
1146,Brookefield,1139.0,2,80.0,2
1147,Brookefield,1125.0,2,70.0,2
1148,Brookefield,1420.0,3,85.0,3
1149,Brookefield,941.0,2,48.0,2
1150,Brookefield,1100.0,2,55.0,2
1151,Brookefield,2400.0,3,140.0,4
1152,Brookefield,1225.0,2,66.5,2
1153,Brookefield,1950.0,6,175.0,5
1154,Brookefield,1080.0,2,50.0,2
1155,Brookefield,1230.0,2,55.0,2
1156,Brookefield,1200.0,2,75.0,2
1157,Brookefield,1089.0,2,49.0,2
1158,Brookefield,1130.0,2,56.0,2
1159,Brookefield,1270.0,2,95.0,2
1160,Brookefield,1706.0,3,115.0,3
1161,Brookefield,1389.0,2,94.0,2
1162,Brookefield,1225.0,2,72.0,2
1163,Brookefield,1746.0,3,115.0,3
1164,Brookefield,1560.0,3,149.0,4
1165,Brookefield,1382.0,2,84.5,2
1166,Brookefield,1260.0,2,70.0,2
1167,Brookefield,1206.0,2,90.0,2
1168,Brookefield,1594.0,3,140.0,3
1169,Budigere,1153.0,2,56.4,2
1170,Budigere,1162.0,2,59.9,2
1171,Budigere,1991.0,4,103.0,3
1172,Budigere,1153.0,2,57.0,2
1173,Budigere,1162.0,2,57.0,2
1174,Budigere,1139.0,2,62.0,2
1175,Budigere,1139.0,2,56.8,2
1176,Budigere,1139.0,2,56.85,2
1177,Budigere,664.0,1,35.0,1
1178,Budigere,1820.0,3,93.0,3
1179,Budigere,1636.0,3,85.0,3
1180,Budigere,1444.0,2,70.0,2
1181,Budigere,1139.0,2,60.0,2
1182,Budigere,1820.0,3,93.0,3
1183,Budigere,1162.0,2,58.0,2
